FID,UF,Municipio,Faixa_de_r,Produto,Valor,Concluidas,Entregues,Percentual,IF,Latitude,Longitude
MCMV.1987,CE,Amontada,Faixa 1,Oferta Publica,495000,33,0,100,BICBANCO,,-39.82882,-3.36017
MCMV.1988,CE,Antonina do Norte,Faixa 1,Oferta Publica,252000,9,0,58.0952,BICBANCO,,-39.98696999999987,-6.76919
MCMV.1989,CE,Apuiar�s,Faixa 1,Oferta Publica,324000,12,0,95,BICBANCO,,-39.43592999999987,-3.945057
MCMV.1962,PI,V�rzea Branca,Faixa 1,Oferta Publica,360000,0,0,59.8,FAM-LIA PAULISTA,,-42.96922099999989,-9.238003
MCMV.1963,PI,V�rzea Branca,Faixa 1,Rural,630000,50,50,99.99,Caixa,,-42.96922099999989,-9.238003
MCMV.1964,PI,V�rzea Grande,Faixa 1,Oferta Publica,348000,0,0,55,FAM-LIA PAULISTA,,-42.247973,-6.548993
MCMV.1965,PI,V�rzea Grande,Faixa 1,Oferta Publica,12000,0,0,55,FAM-LIA PAULISTA,,-42.247973,-6.548993
MCMV.1966,PI,Vila Nova do Piau�,Faixa 2,CCFGTS,116869,2,2,100,Caixa,,-40.93451,-7.132717999999898
MCMV.1967,PI,Vila Nova do Piau�,Faixa 2,CCFGTS,59235,0,0,100,Caixa,,-40.93451,-7.132717999999898
MCMV.1968,PI,Vila Nova do Piau�,Faixa 3,CCFGTS,54000,0,0,100,Caixa,,-40.93451,-7.132717999999898
MCMV.1969,PI,Wall Ferraz,Faixa 1,CCFGTS,85278.5,2,2,100,Caixa,,-41.905037,-7.23151
MCMV.1970,PI,Wall Ferraz,Faixa 1,CCFGTS,45141.2,1,1,100,Caixa,,-41.905037,-7.23151
MCMV.1971,PI,Wall Ferraz,Faixa 2,CCFGTS,188816,2,2,100,Caixa,,-41.905037,-7.23151
MCMV.1972,CE,Abaiara,Faixa 1,Oferta Publica,300000,4,2,52.36,BICBANCO,,-39.04158999999987,-7.34588
MCMV.1973,CE,Acarape,Faixa 1,Oferta Publica,48000,0,0,0,BANCO BONSUCESSO,,-38.70553199999989,-4.22083
MCMV.1974,CE,Acarape,Faixa 1,Oferta Publica,312000,26,0,100,BANCO BONSUCESSO,,-38.70553199999989,-4.22083
MCMV.1955,PI,Valen�a do Piau�,Faixa 1,CCFGTS,203154,4,4,100,Caixa,,-41.737498,-6.40301
MCMV.1956,PI,Valen�a do Piau�,Faixa 1,CCFGTS,578017,10,10,100,Caixa,,-41.737498,-6.40301
MCMV.1957,PI,Valen�a do Piau�,Faixa 2,CCFGTS,284355,5,5,100,Caixa,,-41.737498,-6.40301
MCMV.1958,PI,Valen�a do Piau�,Faixa 3,CCFGTS,56000,0,0,100,Caixa,,-41.737498,-6.40301
MCMV.1959,PI,V�rzea Branca,Faixa 1,CCFGTS,141519,3,3,100,Caixa,,-42.96922099999989,-9.238003
MCMV.1960,PI,V�rzea Branca,Faixa 1,CCFGTS,24000,1,1,100,Caixa,,-42.96922099999989,-9.238003
MCMV.1961,PI,V�rzea Branca,Faixa 2,CCFGTS,52023.9,1,1,100,Caixa,,-42.96922099999989,-9.238003
MCMV.1945,PI,Uni�o,Faixa 1,CCFGTS,2124920,44,44,100,Caixa,,-42.858285,-4.585709
MCMV.1946,PI,Uni�o,Faixa 1,CCFGTS,2400520,58,58,100,Caixa,,-42.858285,-4.585709
MCMV.1947,PI,Uni�o,Faixa 2,CCFGTS,315845,6,6,100,Caixa,,-42.858285,-4.585709
MCMV.1948,PI,Uni�o,Faixa 2,CCFGTS,453473,4,4,100,Caixa,,-42.858285,-4.585709
MCMV.1949,PI,Uni�o,Faixa 3,CCFGTS,67000,1,1,100,Caixa,,-42.858285,-4.585709
MCMV.1950,PI,Uni�o,Faixa 1,Oferta Publica,885000,59,0,100,BANCO SCHAHIN,,-42.858285,-4.585709
MCMV.1951,PI,Uni�o,Faixa 1,Rural,660000,0,0,0,Caixa,,-42.858285,-4.585709
MCMV.1952,PI,Uni�o,Faixa 1,Rural,686400,0,0,45.42,Caixa,,-42.858285,-4.585709
MCMV.1953,PI,Uru�u�,Faixa 2,CCFGTS,52352.6,1,1,100,Caixa,,-44.55768299999983,-7.239439
MCMV.1954,PI,Uru�u�,Faixa 1,Oferta Publica,360000,0,0,38,FAM-LIA PAULISTA,,-44.55768299999983,-7.239439
MCMV.1926,PI,Teresina,Faixa 2,CCFGTS,22436800,0,0,1,Caixa,,-42.801940999999886,-5.08917
MCMV.1927,PI,Teresina,Faixa 2,CCFGTS,9528240,0,0,5,Caixa,,-42.801940999999886,-5.08917
MCMV.1928,PI,Teresina,Faixa 2,CCFGTS,6600000,0,0,19.41,Caixa,,-42.801940999999886,-5.08917
MCMV.1929,PI,Teresina,Faixa 2,CCFGTS,36436700,0,0,49.06,Caixa,,-42.801940999999886,-5.08917
MCMV.1930,PI,Teresina,Faixa 2,CCFGTS,3888210,0,0,53.83,Caixa,,-42.801940999999886,-5.08917
MCMV.1931,PI,Teresina,Faixa 2,CCFGTS,12250000,0,0,58.85,Caixa,,-42.801940999999886,-5.08917
MCMV.1932,PI,Teresina,Faixa 2,CCFGTS,12450000,0,0,71.1,Caixa,,-42.801940999999886,-5.08917
MCMV.1933,PI,Teresina,Faixa 2,CCFGTS,3314640,0,0,78.4,Caixa,,-42.801940999999886,-5.08917
MCMV.1934,PI,Teresina,Faixa 2,CCFGTS,3000000,0,0,91.39,Caixa,,-42.801940999999886,-5.08917
MCMV.1935,PI,Teresina,Faixa 2,CCFGTS,6969410,133,0,95,Caixa,,-42.801940999999886,-5.08917
MCMV.1936,PI,Teresina,Faixa 2,CCFGTS,39020600,770,696,100,Caixa,,-42.801940999999886,-5.08917
MCMV.1937,PI,Teresina,Faixa 2,CCFGTS,5806470,113,0,100,Caixa,,-42.801940999999886,-5.08917
MCMV.1938,PI,Teresina,Faixa 3,CCFGTS,15000000,0,0,1,Caixa,,-42.801940999999886,-5.08917
MCMV.1939,PI,Teresina,Faixa 3,CCFGTS,19500000,0,0,8.52854,Caixa,,-42.801940999999886,-5.08917
MCMV.1940,PI,Teresina,Faixa 3,CCFGTS,22400000,0,0,36.14,Caixa,,-42.801940999999886,-5.08917
MCMV.1941,PI,Teresina,Faixa 3,CCFGTS,3500000,0,0,94.38,Caixa,,-42.801940999999886,-5.08917
MCMV.1942,PI,Teresina,Faixa 3,CCFGTS,17232800,312,0,95,Caixa,,-42.801940999999886,-5.08917
MCMV.1943,PI,Teresina,Faixa 3,CCFGTS,1200000,24,0,95,Caixa,,-42.801940999999886,-5.08917
MCMV.1944,PI,Teresina,Faixa 3,CCFGTS,11303600,144,0,100,Caixa,,-42.801940999999886,-5.08917
MCMV.1914,PI,Teresina,Faixa 1,FAR,52724000,0,0,1,Caixa,,-42.801940999999886,-5.08917
MCMV.1908,PI,Teresina,Faixa 1,CCFGTS,18816400,332,332,100,Caixa,,-42.801940999999886,-5.08917
MCMV.1909,PI,Teresina,Faixa 1,CCFGTS,10763000,247,247,100,Caixa,,-42.801940999999886,-5.08917
MCMV.1910,PI,Teresina,Faixa 2,CCFGTS,8375120,122,122,100,Caixa,,-42.801940999999886,-5.08917
MCMV.1911,PI,Teresina,Faixa 2,CCFGTS,3940880,61,61,100,Caixa,,-42.801940999999886,-5.08917
MCMV.1912,PI,Teresina,Faixa 3,CCFGTS,1143450,18,18,100,Caixa,,-42.801940999999886,-5.08917
MCMV.1913,PI,Teresina,Faixa 3,CCFGTS,608325,4,4,100,Caixa,,-42.801940999999886,-5.08917
MCMV.1915,PI,Teresina,Faixa 1,FAR,71041600,0,0,7.99,Caixa,,-42.801940999999886,-5.08917
MCMV.1916,PI,Teresina,Faixa 1,FAR,71301200,0,0,8.46,Caixa,,-42.801940999999886,-5.08917
MCMV.1917,PI,Teresina,Faixa 1,FAR,8103000,0,0,89.35,Caixa,,-42.801940999999886,-5.08917
MCMV.1918,PI,Teresina,Faixa 1,FAR,12950000,0,0,91.07,Caixa,,-42.801940999999886,-5.08917
MCMV.1919,PI,Teresina,Faixa 1,FAR,18018800,0,0,94.52,Caixa,,-42.801940999999886,-5.08917
MCMV.1920,PI,Teresina,Faixa 1,FAR,9250000,250,0,95.02,Caixa,,-42.801940999999886,-5.08917
MCMV.1921,PI,Teresina,Faixa 1,FAR,9728370,263,0,98.75,Caixa,,-42.801940999999886,-5.08917
MCMV.1922,PI,Teresina,Faixa 1,FAR,18499500,500,0,99.06,Caixa,,-42.801940999999886,-5.08917
MCMV.1923,PI,Teresina,Faixa 1,FAR,145963000,3896,2802,100,Caixa,,-42.801940999999886,-5.08917
MCMV.1924,PI,Teresina,Faixa 1,Rural,1029600,0,0,1,Caixa,,-42.801940999999886,-5.08917
MCMV.1925,PI,Teresina,Faixa 1,Rural,780000,0,0,19.73,Caixa,,-42.801940999999886,-5.08917
MCMV.1904,PI,Sussuapara,Faixa 2,CCFGTS,161446,2,2,100,Caixa,,-41.3767,-7.036868
MCMV.1905,PI,Sussuapara,Faixa 1,Oferta Publica,360000,0,0,91,FAM-LIA PAULISTA,,-41.3767,-7.036868
MCMV.1906,PI,Tanque do Piau�,Faixa 1,Oferta Publica,312000,26,25,100,COBANSA,,-42.278627,-6.59603
MCMV.1907,PI,Tanque do Piau�,Faixa 1,Oferta Publica,48000,4,4,100,COBANSA,,-42.278627,-6.59603
MCMV.1894,PI,Sebasti�o Barros,Faixa 1,Oferta Publica,360000,0,0,74.8,FAM-LIA PAULISTA,,-44.83372,-10.816977999999892
MCMV.1895,PI,Sigefredo Pacheco,Faixa 1,CCFGTS,174326,4,4,100,Caixa,,-41.73112,-4.916647
MCMV.1896,PI,Sigefredo Pacheco,Faixa 1,CCFGTS,501544,10,10,100,Caixa,,-41.73112,-4.916647
MCMV.1897,PI,Sigefredo Pacheco,Faixa 2,CCFGTS,42092.6,1,1,100,Caixa,,-41.73112,-4.916647
MCMV.1898,PI,Sim�es,Faixa 2,CCFGTS,141071,2,2,100,Caixa,,-40.81373,-7.591095
MCMV.1899,PI,Sim�es,Faixa 1,Oferta Publica,360000,0,0,27.5,BANCO MORADA,,-40.81373,-7.591095
MCMV.1900,PI,Simpl�cio Mendes,Faixa 1,CCFGTS,48674.8,1,1,100,Caixa,,-41.907533,-7.852943999999866
MCMV.1901,PI,Simpl�cio Mendes,Faixa 2,CCFGTS,71260.6,1,1,100,Caixa,,-41.907533,-7.852943999999866
MCMV.1902,PI,Simpl�cio Mendes,Faixa 1,Oferta Publica,276000,0,0,86,COBANSA,,-41.907533,-7.852943999999866
MCMV.1903,PI,Simpl�cio Mendes,Faixa 1,Oferta Publica,84000,0,0,86,COBANSA,,-41.907533,-7.852943999999866
MCMV.1886,PI,S�o Raimundo Nonato,Faixa 1,CCFGTS,3957690,75,75,100,Caixa,,-42.69866,-9.01241
MCMV.1887,PI,S�o Raimundo Nonato,Faixa 1,CCFGTS,1197330,26,26,100,Caixa,,-42.69866,-9.01241
MCMV.1888,PI,S�o Raimundo Nonato,Faixa 2,CCFGTS,1624050,25,25,100,Caixa,,-42.69866,-9.01241
MCMV.1889,PI,S�o Raimundo Nonato,Faixa 2,CCFGTS,1230050,19,19,100,Caixa,,-42.69866,-9.01241
MCMV.1890,PI,S�o Raimundo Nonato,Faixa 3,CCFGTS,50000,1,1,100,Caixa,,-42.69866,-9.01241
MCMV.1891,PI,S�o Raimundo Nonato,Faixa 1,Oferta Publica,855000,0,0,78,CHB,,-42.69866,-9.01241
MCMV.1892,PI,S�o Raimundo Nonato,Faixa 1,Oferta Publica,45000,0,0,78,CHB,,-42.69866,-9.01241
MCMV.1893,PI,S�o Raimundo Nonato,Faixa 1,Rural,780000,0,0,24,Caixa,,-42.69866,-9.01241
MCMV.1873,PI,S�o Jos� do Divino,Faixa 1,CCFGTS,90726.8,2,2,100,Caixa,,-41.83079,-3.814114
MCMV.1874,PI,S�o Jos� do Divino,Faixa 1,CCFGTS,233203,7,7,100,Caixa,,-41.83079,-3.814114
MCMV.1875,PI,S�o Jos� do Divino,Faixa 2,CCFGTS,102399,3,3,100,Caixa,,-41.83079,-3.814114
MCMV.1876,PI,S�o Jos� do Piau�,Faixa 1,Oferta Publica,360000,30,30,100,FAM-LIA PAULISTA,,-41.47311,-6.87194
MCMV.1877,PI,S�o Juli�o,Faixa 3,CCFGTS,80000,1,1,100,Caixa,,-40.82464,-7.083905999999899
MCMV.1878,PI,S�o Juli�o,Faixa 1,Oferta Publica,360000,30,0,100,COBANSA,,-40.82464,-7.083905999999899
MCMV.1879,PI,S�o Louren�o do Piau�,Faixa 1,CCFGTS,21642.3,1,1,100,Caixa,,-42.54955199999989,-9.164632999999867
MCMV.1880,PI,S�o Miguel do Tapuio,Faixa 1,CCFGTS,141851,3,3,100,Caixa,,-41.316451,-5.49729
MCMV.1881,PI,S�o Miguel do Tapuio,Faixa 1,CCFGTS,53589.5,1,1,100,Caixa,,-41.316451,-5.49729
MCMV.1882,PI,S�o Pedro do Piau�,Faixa 1,CCFGTS,171010,4,4,100,Caixa,,-42.71921,-5.92078
MCMV.1883,PI,S�o Pedro do Piau�,Faixa 1,CCFGTS,332384,13,13,100,Caixa,,-42.71921,-5.92078
MCMV.1884,PI,S�o Pedro do Piau�,Faixa 2,CCFGTS,86715.5,2,2,100,Caixa,,-42.71921,-5.92078
MCMV.1885,PI,S�o Pedro do Piau�,Faixa 1,Oferta Publica,360000,0,0,73.7333,FAM-LIA PAULISTA,,-42.71921,-5.92078
MCMV.1868,PI,S�o Jo�o do Piau�,Faixa 1,CCFGTS,57415.3,1,1,100,Caixa,,-42.2559,-8.35466
MCMV.1869,PI,S�o Jo�o do Piau�,Faixa 1,CCFGTS,19992.2,1,1,100,Caixa,,-42.2559,-8.35466
MCMV.1870,PI,S�o Jo�o do Piau�,Faixa 2,CCFGTS,104893,2,2,100,Caixa,,-42.2559,-8.35466
MCMV.1871,PI,S�o Jo�o do Piau�,Faixa 2,CCFGTS,41914.9,1,1,100,Caixa,,-42.2559,-8.35466
MCMV.1872,PI,S�o Jo�o do Piau�,Faixa 1,Oferta Publica,360000,30,25,100,COBANSA,,-42.2559,-8.35466
MCMV.1854,PI,S�o Gon�alo do Piau�,Faixa 2,CCFGTS,31974.6,1,1,100,Caixa,,-42.7095369999999,-5.993934
MCMV.1855,PI,S�o Gon�alo do Piau�,Faixa 1,Oferta Publica,348000,0,0,50,COBANSA,,-42.7095369999999,-5.993934
MCMV.1856,PI,S�o Gon�alo do Piau�,Faixa 1,Oferta Publica,12000,0,0,50,COBANSA,,-42.7095369999999,-5.993934
MCMV.1857,PI,S�o Jo�o da Canabrava,Faixa 1,CCFGTS,36775.3,1,1,100,Caixa,,-41.34148299999987,-6.81203
MCMV.1858,PI,S�o Jo�o da Canabrava,Faixa 1,CCFGTS,45775,0,0,100,Caixa,,-41.34148299999987,-6.81203
MCMV.1859,PI,S�o Jo�o da Fronteira,Faixa 1,Oferta Publica,360000,30,30,100,CHB,,-41.256921,-3.954975
MCMV.1860,PI,S�o Jo�o da Serra,Faixa 1,CCFGTS,156980,4,4,100,Caixa,,-41.8923089999999,-5.510805
MCMV.1799,PI,Piracuruca,Faixa 2,CCFGTS,1801610,32,32,100,Caixa,,-41.708779,-3.93335
MCMV.1861,PI,S�o Jo�o da Serra,Faixa 1,Oferta Publica,324000,0,0,21,COBANSA,,-41.8923089999999,-5.510805
MCMV.1862,PI,S�o Jo�o da Serra,Faixa 1,Oferta Publica,36000,0,0,21,COBANSA,,-41.8923089999999,-5.510805
MCMV.1863,PI,S�o Jo�o da Varjota,Faixa 1,CCFGTS,44463.8,0,0,100,Caixa,,-41.888911999999834,-6.94082
MCMV.1864,PI,S�o Jo�o da Varjota,Faixa 1,Oferta Publica,360000,0,0,54.4667,FAM-LIA PAULISTA,,-41.888911999999834,-6.94082
MCMV.1865,PI,S�o Jo�o do Arraial,Faixa 1,Oferta Publica,228000,0,0,41,COBANSA,,-42.44586,-3.8186
MCMV.1866,PI,S�o Jo�o do Arraial,Faixa 1,Oferta Publica,132000,0,0,41,COBANSA,,-42.44586,-3.8186
MCMV.1867,PI,S�o Jo�o do Arraial,Faixa 1,Rural,630000,0,0,1,Caixa,,-42.44586,-3.8186
MCMV.1844,PI,Santo In�cio do Piau�,Faixa 1,CCFGTS,52522.7,1,1,100,Caixa,,-41.90625,-7.42072
MCMV.1845,PI,Santo In�cio do Piau�,Faixa 1,CCFGTS,17548.9,1,1,100,Caixa,,-41.90625,-7.42072
MCMV.1846,PI,Santo In�cio do Piau�,Faixa 2,CCFGTS,97810.4,2,2,100,Caixa,,-41.90625,-7.42072
MCMV.1847,PI,Santo In�cio do Piau�,Faixa 2,CCFGTS,57038.1,0,0,100,Caixa,,-41.90625,-7.42072
MCMV.1848,PI,Santo In�cio do Piau�,Faixa 1,Oferta Publica,360000,30,30,100,CHB,,-41.90625,-7.42072
MCMV.1849,PI,S�o Braz do Piau�,Faixa 2,CCFGTS,61117.6,1,1,100,Caixa,,-43.007646,-9.057967
MCMV.1850,PI,S�o Braz do Piau�,Faixa 1,Oferta Publica,36000,0,0,34,FAM-LIA PAULISTA,,-43.007646,-9.057967
MCMV.1851,PI,S�o Braz do Piau�,Faixa 1,Oferta Publica,324000,0,0,48.6667,FAM-LIA PAULISTA,,-43.007646,-9.057967
MCMV.1852,PI,S�o Francisco do Piau�,Faixa 1,Oferta Publica,360000,0,0,90,CHB,,-42.54101,-7.2463
MCMV.1853,PI,S�o Gon�alo do Piau�,Faixa 1,CCFGTS,145512,5,5,100,Caixa,,-42.7095369999999,-5.993934
MCMV.1836,PI,Santa Cruz do Piau�,Faixa 1,Oferta Publica,72000,0,0,15,COBANSA,,-41.76093,-7.1785
MCMV.1837,PI,Santa Cruz dos Milagres,Faixa 1,CCFGTS,24007.8,1,1,100,Caixa,,-41.9506439999999,-5.805808
MCMV.1838,PI,Santana do Piau�,Faixa 1,Oferta Publica,360000,0,0,92,CHB,,-41.51776699999982,-6.94696
MCMV.1839,PI,Santa Rosa do Piau�,Faixa 1,CCFGTS,44405.3,1,1,100,Caixa,,-42.281374999999855,-6.79581
MCMV.1840,PI,Santa Rosa do Piau�,Faixa 1,CCFGTS,90051.5,2,2,100,Caixa,,-42.281374999999855,-6.79581
MCMV.1841,PI,Santo Ant�nio de Lisboa,Faixa 2,CCFGTS,74193,2,2,100,Caixa,,-41.225202,-6.986762
MCMV.1842,PI,Santo Ant�nio dos Milagres,Faixa 1,Oferta Publica,360000,0,0,47.8667,FAM-LIA PAULISTA,,-42.71232,-6.04647
MCMV.1843,PI,Santo Ant�nio dos Milagres,Faixa 1,Rural,415800,0,0,79.29,Caixa,,-42.71232,-6.04647
MCMV.1828,PI,Rio Grande do Piau�,Faixa 1,CCFGTS,43000,1,1,100,Caixa,,-43.13688599999989,-7.78029
MCMV.1829,PI,Rio Grande do Piau�,Faixa 2,CCFGTS,53500,1,1,100,Caixa,,-43.13688599999989,-7.78029
MCMV.1830,PI,Rio Grande do Piau�,Faixa 1,Oferta Publica,360000,30,0,100,FAM-LIA PAULISTA,,-43.13688599999989,-7.78029
MCMV.1831,PI,Rio Grande do Piau�,Faixa 1,Rural,629996,0,0,60,Caixa,,-43.13688599999989,-7.78029
MCMV.1832,PI,Santa Cruz do Piau�,Faixa 1,CCFGTS,30135.8,1,1,100,Caixa,,-41.76093,-7.1785
MCMV.1833,PI,Santa Cruz do Piau�,Faixa 1,CCFGTS,41000,1,1,100,Caixa,,-41.76093,-7.1785
MCMV.1834,PI,Santa Cruz do Piau�,Faixa 2,CCFGTS,80034.6,1,1,100,Caixa,,-41.76093,-7.1785
MCMV.1835,PI,Santa Cruz do Piau�,Faixa 1,Oferta Publica,288000,0,0,15,COBANSA,,-41.76093,-7.1785
MCMV.1820,PI,Regenera��o,Faixa 1,CCFGTS,191400,6,6,100,Caixa,,-42.684193,-6.23115
MCMV.1821,PI,Regenera��o,Faixa 2,CCFGTS,103556,3,3,100,Caixa,,-42.684193,-6.23115
MCMV.1822,PI,Regenera��o,Faixa 1,Oferta Publica,348000,0,0,50,COBANSA,,-42.684193,-6.23115
MCMV.1823,PI,Regenera��o,Faixa 1,Oferta Publica,360000,0,0,96,FAM-LIA PAULISTA,,-42.684193,-6.23115
MCMV.1824,PI,Riacho Frio,Faixa 1,Oferta Publica,360000,0,0,83.1,FAM-LIA PAULISTA,,-44.95033,-10.12438
MCMV.1825,PI,Ribeira do Piau�,Faixa 1,Oferta Publica,360000,0,0,92,CHB,,-42.712778,-7.69028
MCMV.1826,PI,Ribeiro Gon�alves,Faixa 1,Oferta Publica,360000,30,30,100,FAM-LIA PAULISTA,,-45.24474,-7.5565
MCMV.1827,PI,Ribeiro Gon�alves,Faixa 1,Rural,630000,0,0,1,Caixa,,-45.24474,-7.5565
MCMV.1804,PI,Piripiri,Faixa 1,CCFGTS,2045940,45,45,100,Caixa,,-41.77157,-4.27157
MCMV.1805,PI,Piripiri,Faixa 1,CCFGTS,1761710,59,59,100,Caixa,,-41.77157,-4.27157
MCMV.1806,PI,Piripiri,Faixa 2,CCFGTS,1117020,20,20,100,Caixa,,-41.77157,-4.27157
MCMV.1807,PI,Piripiri,Faixa 2,CCFGTS,1256450,27,27,100,Caixa,,-41.77157,-4.27157
MCMV.1808,PI,Piripiri,Faixa 1,Entidades,5105790,0,0,29.7,Caixa,,-41.77157,-4.27157
MCMV.1809,PI,Piripiri,Faixa 1,FAR,36000000,0,0,5.42,Caixa,,-41.77157,-4.27157
MCMV.1810,PI,Piripiri,Faixa 1,FAR,8460000,0,0,71.4,Caixa,,-41.77157,-4.27157
MCMV.1811,PI,Piripiri,Faixa 1,FAR,48007800,1322,918,100,Caixa,,-41.77157,-4.27157
MCMV.1812,PI,Piripiri,Faixa 2,CCFGTS,3750000,75,52,100,Caixa,,-41.77157,-4.27157
MCMV.1813,PI,Porto,Faixa 1,FAR,6102450,181,181,100,Caixa,,-42.69982,-3.88815
MCMV.1814,PI,Porto,Faixa 1,Oferta Publica,360000,0,0,40.4,FAM-LIA PAULISTA,,-42.69982,-3.88815
MCMV.1815,PI,Prata do Piau�,Faixa 1,Oferta Publica,360000,0,0,87.4,FAM-LIA PAULISTA,,-42.20464,-5.672653
MCMV.1816,PI,Queimada Nova,Faixa 1,Oferta Publica,348000,0,0,31,BANCO TRICURY,,-41.410614,-8.570636999999863
MCMV.1817,PI,Queimada Nova,Faixa 1,Oferta Publica,12000,0,0,31,BANCO TRICURY,,-41.410614,-8.570636999999863
MCMV.1818,PI,Reden��o do Gurgu�ia,Faixa 1,Oferta Publica,348000,0,0,72,CHB,,-44.58114499999988,-9.47937
MCMV.1819,PI,Reden��o do Gurgu�ia,Faixa 1,Oferta Publica,12000,0,0,72,CHB,,-44.58114499999988,-9.47937
MCMV.1802,PI,Piracuruca,Faixa 1,Entidades,387765,25,25,100,Caixa,,-41.708779,-3.93335
MCMV.1803,PI,Piracuruca,Faixa 1,FAR,7139820,209,209,100,Caixa,,-41.708779,-3.93335
MCMV.1797,PI,Piracuruca,Faixa 1,CCFGTS,4595630,102,102,100,Caixa,,-41.708779,-3.93335
MCMV.1798,PI,Piracuruca,Faixa 1,CCFGTS,1271240,43,43,100,Caixa,,-41.708779,-3.93335
MCMV.1800,PI,Piracuruca,Faixa 2,CCFGTS,1525010,31,31,100,Caixa,,-41.708779,-3.93335
MCMV.1801,PI,Piracuruca,Faixa 3,CCFGTS,102393,2,2,100,Caixa,,-41.708779,-3.93335
MCMV.1792,PI,Pio IX,Faixa 1,CCFGTS,294374,5,5,100,Caixa,,-40.60830099999987,-6.83002
MCMV.1793,PI,Pio IX,Faixa 1,CCFGTS,485930,8,8,100,Caixa,,-40.60830099999987,-6.83002
MCMV.1794,PI,Pio IX,Faixa 2,CCFGTS,81681.9,2,2,100,Caixa,,-40.60830099999987,-6.83002
MCMV.1795,PI,Pio IX,Faixa 2,CCFGTS,359536,4,4,100,Caixa,,-40.60830099999987,-6.83002
MCMV.1796,PI,Pio IX,Faixa 1,Oferta Publica,360000,0,0,85,FAM-LIA PAULISTA,,-40.60830099999987,-6.83002
MCMV.1786,PI,Picos,Faixa 1,CCFGTS,4304500,74,74,100,Caixa,,-41.46700299999986,-7.07721
MCMV.1787,PI,Picos,Faixa 1,CCFGTS,1981260,35,35,100,Caixa,,-41.46700299999986,-7.07721
MCMV.1788,PI,Picos,Faixa 2,CCFGTS,4921120,66,66,100,Caixa,,-41.46700299999986,-7.07721
MCMV.1789,PI,Picos,Faixa 2,CCFGTS,4994530,65,65,100,Caixa,,-41.46700299999986,-7.07721
MCMV.1790,PI,Picos,Faixa 3,CCFGTS,104970,1,1,100,Caixa,,-41.46700299999986,-7.07721
MCMV.1791,PI,Picos,Faixa 1,FAR,18500000,0,0,86.69,Caixa,,-41.46700299999986,-7.07721
MCMV.1775,PI,Paulistana,Faixa 2,CCFGTS,157356,2,2,100,Caixa,,-41.14307,-8.134357
MCMV.1776,PI,Paulistana,Faixa 2,CCFGTS,111194,1,1,100,Caixa,,-41.14307,-8.134357
MCMV.1777,PI,Paulistana,Faixa 1,Oferta Publica,630000,0,0,18,COBANSA,,-41.14307,-8.134357
MCMV.1778,PI,Paulistana,Faixa 1,Oferta Publica,390000,0,0,33,FAM-LIA PAULISTA,,-41.14307,-8.134357
MCMV.1779,PI,Paulistana,Faixa 1,Oferta Publica,60000,0,0,33,FAM-LIA PAULISTA,,-41.14307,-8.134357
MCMV.1780,PI,Pedro II,Faixa 1,CCFGTS,65700.8,2,2,100,Caixa,,-41.448183999999856,-4.42584
MCMV.1781,PI,Pedro II,Faixa 2,CCFGTS,140380,3,3,100,Caixa,,-41.448183999999856,-4.42584
MCMV.1782,PI,Pedro II,Faixa 1,Oferta Publica,450000,28,28,79,COBANSA,,-41.448183999999856,-4.42584
MCMV.1783,PI,Pedro Laurentino,Faixa 1,Oferta Publica,348000,0,0,91,FAM-LIA PAULISTA,,-42.28474,-8.06807
MCMV.1784,PI,Pedro Laurentino,Faixa 1,Oferta Publica,12000,0,0,91,FAM-LIA PAULISTA,,-42.28474,-8.06807
MCMV.1785,PI,Nova Santa Rita,Faixa 1,Oferta Publica,360000,0,0,78,FAM-LIA PAULISTA,,-42.04713,-8.09707
MCMV.1773,PI,Pau D'Arco do Piau�,Faixa 1,Oferta Publica,360000,0,0,58.5333,FAM-LIA PAULISTA,,-42.47062499999987,-5.245386
MCMV.1774,PI,Paulistana,Faixa 1,CCFGTS,59834.6,1,1,100,Caixa,,-41.14307,-8.134357
MCMV.1758,PI,Parna�ba,Faixa 1,CCFGTS,14802200,400,400,100,Caixa,,-41.775388,-2.905847
MCMV.1759,PI,Parna�ba,Faixa 1,CCFGTS,2211860,58,58,100,Caixa,,-41.775388,-2.905847
MCMV.1760,PI,Parna�ba,Faixa 2,CCFGTS,3612880,56,56,100,Caixa,,-41.775388,-2.905847
MCMV.1761,PI,Parna�ba,Faixa 2,CCFGTS,1834120,25,25,100,Caixa,,-41.775388,-2.905847
MCMV.1762,PI,Parna�ba,Faixa 3,CCFGTS,195330,3,3,100,Caixa,,-41.775388,-2.905847
MCMV.1763,PI,Parna�ba,Faixa 3,CCFGTS,57000,1,1,100,Caixa,,-41.775388,-2.905847
MCMV.1764,PI,Parna�ba,Faixa 1,Entidades,1419450,0,0,11.82,Caixa,,-41.775388,-2.905847
MCMV.1765,PI,Parna�ba,Faixa 1,Entidades,1432820,0,0,28.45,Caixa,,-41.775388,-2.905847
MCMV.1766,PI,Parna�ba,Faixa 1,FAR,5129900,0,0,8,Caixa,,-41.775388,-2.905847
MCMV.1767,PI,Parna�ba,Faixa 1,FAR,16560000,0,0,11.44,Caixa,,-41.775388,-2.905847
MCMV.1768,PI,Parna�ba,Faixa 1,FAR,44350200,1214,1089,100,Caixa,,-41.775388,-2.905847
